"","imID","klass","H3label","H2label","H1label","H3class","H2class","H1class","label","x","y","width","height","image"
"d059025d-9309-4434-8b05-9dd5062cb972","d059025d-9309-4434-8b05-9dd5062cb972",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",339,174,592,359,"0885/d059025d930944348b059dd5062cb972.jpg"
"d06c0d8e-6806-4a17-be61-3d02baa71449","d06c0d8e-6806-4a17-be61-3d02baa71449",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",117,188,677,450,"0874/d06c0d8e68064a17be613d02baa71449.jpg"
"d08d5c6e-8990-450c-a7e1-dea5149f5704","d08d5c6e-8990-450c-a7e1-dea5149f5704",875,"Perching Birds","Wood-Warblers","Yellow Warbler",22,207,573,"Yellow Warbler",44,33,684,562,"0875/d08d5c6e8990450ca7e1dea5149f5704.jpg"
"d0ca4c78-fc35-46ed-bdcc-8e124283c53e","d0ca4c78-fc35-46ed-bdcc-8e124283c53e",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",101,144,543,429,"0862/d0ca4c78fc3546edbdcc8e124283c53e.jpg"
"d0f1b906-d8e0-4528-9d08-90cec14838ec","d0f1b906-d8e0-4528-9d08-90cec14838ec",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",183,139,605,423,"0756/d0f1b906d8e045289d0890cec14838ec.jpg"
"d17209f0-d6c2-4588-8b99-819239c99bbe","d17209f0-d6c2-4588-8b99-819239c99bbe",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",40,135,707,397,"0963/d17209f0d6c245888b99819239c99bbe.jpg"
"d1982897-8d8d-4704-a940-1ee5d07a1f15","d1982897-8d8d-4704-a940-1ee5d07a1f15",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",354,207,503,384,"0881/d19828978d8d4704a9401ee5d07a1f15.jpg"
"d1e40478-2fe0-404f-8409-920da98a96a2","d1e40478-2fe0-404f-8409-920da98a96a2",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",375,189,612,382,"0886/d1e404782fe0404f8409920da98a96a2.jpg"
"d21b30c5-9440-4a19-bfed-31a4f64452de","d21b30c5-9440-4a19-bfed-31a4f64452de",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",253,153,406,723,"0968/d21b30c594404a19bfed31a4f64452de.jpg"
"d2276b26-e91a-4f19-a818-cbeb297ed884","d2276b26-e91a-4f19-a818-cbeb297ed884",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",370,462,555,423,"0885/d2276b26e91a4f19a818cbeb297ed884.jpg"
"d266fece-59b3-46fa-b69f-96f6efb81b59","d266fece-59b3-46fa-b69f-96f6efb81b59",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",77,107,707,421,"0866/d266fece59b346fab69f96f6efb81b59.jpg"
"d2987430-a1db-428f-a202-c6aa86716745","d2987430-a1db-428f-a202-c6aa86716745",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",10,66,899,664,"0798/d2987430a1db428fa202c6aa86716745.jpg"
"d2f39b42-a6ef-49b5-ab5f-769e94dd2ca4","d2f39b42-a6ef-49b5-ab5f-769e94dd2ca4",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",337,171,369,451,"0883/d2f39b42a6ef49b5ab5f769e94dd2ca4.jpg"
"d2fa76af-8b93-4519-8c22-4a7b855d2144","d2fa76af-8b93-4519-8c22-4a7b855d2144",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",319,44,351,468,"0756/d2fa76af8b9345198c224a7b855d2144.jpg"
"d32ff27d-0a95-4cd3-bbae-6811ce576679","d32ff27d-0a95-4cd3-bbae-6811ce576679",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",178,118,834,490,"0876/d32ff27d0a954cd3bbae6811ce576679.jpg"
"d3358f3a-9133-4dcf-a852-cbfcbc0c41dd","d3358f3a-9133-4dcf-a852-cbfcbc0c41dd",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",264,342,537,378,"1009/d3358f3a91334dcfa852cbfcbc0c41dd.jpg"
"d373cb9f-a719-4549-a2a4-82def79fb2a5","d373cb9f-a719-4549-a2a4-82def79fb2a5",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",275,268,598,402,"0881/d373cb9fa7194549a2a482def79fb2a5.jpg"
"d3775867-a8f6-42ba-86ff-f86e85edba90","d3775867-a8f6-42ba-86ff-f86e85edba90",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",334,107,436,589,"0958/d3775867a8f642ba86fff86e85edba90.jpg"
"d39b1731-1669-4c96-b5c6-682b30e287ee","d39b1731-1669-4c96-b5c6-682b30e287ee",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",248,159,432,382,"0873/d39b173116694c96b5c6682b30e287ee.jpg"
"d4090d84-37f9-4b76-8a3d-f38e20815755","d4090d84-37f9-4b76-8a3d-f38e20815755",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",291,101,434,478,"0885/d4090d8437f94b768a3df38e20815755.jpg"
"d4138705-0a9d-4141-9af9-205e69367c44","d4138705-0a9d-4141-9af9-205e69367c44",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",172,290,510,432,"0958/d41387050a9d41419af9205e69367c44.jpg"
"d41c06bf-ebaf-454b-91c6-1a17f917b659","d41c06bf-ebaf-454b-91c6-1a17f917b659",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",320,185,641,395,"0758/d41c06bfebaf454b91c61a17f917b659.jpg"
"d43e3d9b-62ba-4120-8f73-f4a4706e33c2","d43e3d9b-62ba-4120-8f73-f4a4706e33c2",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",190,111,571,365,"0964/d43e3d9b62ba41208f73f4a4706e33c2.jpg"
"d493a2c8-66eb-44b4-be02-2f327b700b7c","d493a2c8-66eb-44b4-be02-2f327b700b7c",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",436,168,468,352,"0866/d493a2c866eb44b4be022f327b700b7c.jpg"
"d5370a68-6c8a-486f-b2bf-330e2ad6b397","d5370a68-6c8a-486f-b2bf-330e2ad6b397",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",352,119,426,443,"0761/d5370a686c8a486fb2bf330e2ad6b397.jpg"
"d540bee6-b460-4c32-ac57-bc282742d7d4","d540bee6-b460-4c32-ac57-bc282742d7d4",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",354,185,424,490,"0758/d540bee6b4604c32ac57bc282742d7d4.jpg"
"d5474ed6-448f-416f-8cfd-95afb4719ca2","d5474ed6-448f-416f-8cfd-95afb4719ca2",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",170,30,478,700,"1009/d5474ed6448f416f8cfd95afb4719ca2.jpg"
"d55d2d6a-b5c1-4116-bdeb-c05473ee1f63","d55d2d6a-b5c1-4116-bdeb-c05473ee1f63",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",299,221,522,371,"0798/d55d2d6ab5c14116bdebc05473ee1f63.jpg"
"d57c2592-a317-4f63-91be-91a3a9afd222","d57c2592-a317-4f63-91be-91a3a9afd222",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",326,104,652,406,"0758/d57c2592a3174f6391be91a3a9afd222.jpg"
"d59ff733-eaff-4ee2-9443-06954dd0bcb6","d59ff733-eaff-4ee2-9443-06954dd0bcb6",875,"Perching Birds","Wood-Warblers","Yellow Warbler",22,207,573,"Yellow Warbler",200,208,687,448,"0875/d59ff733eaff4ee2944306954dd0bcb6.jpg"
"d5f9e099-6849-41ad-a26a-6fcf5b3b96e4","d5f9e099-6849-41ad-a26a-6fcf5b3b96e4",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",123,92,828,554,"0747/d5f9e099684941ada26a6fcf5b3b96e4.jpg"
"d6044877-a2f0-4778-b2a2-6bb243d234a3","d6044877-a2f0-4778-b2a2-6bb243d234a3",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",75,134,581,412,"0963/d6044877a2f04778b2a26bb243d234a3.jpg"
"d634a8da-c70c-42bd-aba3-f3fe7ecb395b","d634a8da-c70c-42bd-aba3-f3fe7ecb395b",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",47,168,756,568,"0874/d634a8dac70c42bdaba3f3fe7ecb395b.jpg"
"d6794767-5061-44ad-9ec2-e4af5f73d0c4","d6794767-5061-44ad-9ec2-e4af5f73d0c4",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",249,112,393,477,"0760/d6794767506144ad9ec2e4af5f73d0c4.jpg"
"d683203c-1163-447b-a1a6-116245ed40f5","d683203c-1163-447b-a1a6-116245ed40f5",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",339,169,479,394,"0866/d683203c1163447ba1a6116245ed40f5.jpg"
"d687c3cb-cc72-4a45-93b4-7f8e0f170f51","d687c3cb-cc72-4a45-93b4-7f8e0f170f51",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",70,206,678,438,"0963/d687c3cbcc724a4593b47f8e0f170f51.jpg"
"d6d1f30d-4323-435a-b194-7892521bc57e","d6d1f30d-4323-435a-b194-7892521bc57e",868,"Perching Birds","Wood-Warblers","Nashville Warbler",22,207,293,"Nashville Warbler",361,134,448,390,"0868/d6d1f30d4323435ab1947892521bc57e.jpg"
"d6e911fe-6e9d-49e5-9394-e02712fee795","d6e911fe-6e9d-49e5-9394-e02712fee795",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",132,82,606,435,"0964/d6e911fe6e9d49e59394e02712fee795.jpg"
"d719aab0-0280-4c06-87e5-b9db7454965c","d719aab0-0280-4c06-87e5-b9db7454965c",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",166,192,673,384,"0883/d719aab002804c0687e5b9db7454965c.jpg"
"d7418f08-a742-4c82-be70-ce1506ca4dcb","d7418f08-a742-4c82-be70-ce1506ca4dcb",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",299,189,703,432,"0876/d7418f08a7424c82be70ce1506ca4dcb.jpg"
"d74e4aa9-420d-48a3-a42f-30a3481536ae","d74e4aa9-420d-48a3-a42f-30a3481536ae",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",169,116,467,402,"0873/d74e4aa9420d48a3a42f30a3481536ae.jpg"
"d87ebbb0-e718-4ab1-8882-e48253d6fd00","d87ebbb0-e718-4ab1-8882-e48253d6fd00",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",138,115,544,527,"0760/d87ebbb0e7184ab18882e48253d6fd00.jpg"
"d8c66878-0e1e-4a3a-bbf9-4457e37f5752","d8c66878-0e1e-4a3a-bbf9-4457e37f5752",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",277,202,470,410,"0963/d8c668780e1e4a3abbf94457e37f5752.jpg"
"d8c6b37a-6290-4240-8d99-cab801813820","d8c6b37a-6290-4240-8d99-cab801813820",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",102,168,681,404,"0747/d8c6b37a629042408d99cab801813820.jpg"
"d8e30273-c040-4eee-a9c0-383ae7d6e15a","d8e30273-c040-4eee-a9c0-383ae7d6e15a",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",38,75,952,605,"0963/d8e30273c0404eeea9c0383ae7d6e15a.jpg"
"d8ffab77-40df-44ba-bf27-70815b052250","d8ffab77-40df-44ba-bf27-70815b052250",884,"Perching Birds","Wood-Warblers","Canada Warbler",22,207,736,"Canada Warbler",134,135,648,491,"0884/d8ffab7740df44babf2770815b052250.jpg"
"d913d876-3a34-4153-90bb-355ec18692db","d913d876-3a34-4153-90bb-355ec18692db",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",44,19,529,474,"1009/d913d8763a34415390bb355ec18692db.jpg"
"d9185264-7f01-43b2-be7f-eed1a0f0f2e8","d9185264-7f01-43b2-be7f-eed1a0f0f2e8",884,"Perching Birds","Wood-Warblers","Canada Warbler",22,207,736,"Canada Warbler",112,70,369,443,"0884/d91852647f0143b2be7feed1a0f0f2e8.jpg"
"d96a9342-5d16-403a-9f95-e062f795d968","d96a9342-5d16-403a-9f95-e062f795d968",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",162,125,512,459,"0760/d96a93425d16403a9f95e062f795d968.jpg"
"d98ca254-b195-477f-b57e-5760a2717db8","d98ca254-b195-477f-b57e-5760a2717db8",868,"Perching Birds","Wood-Warblers","Nashville Warbler",22,207,293,"Nashville Warbler",42,221,470,354,"0868/d98ca254b195477fb57e5760a2717db8.jpg"
"d9946e95-c71a-4c2c-b8cc-4a2b88ac2849","d9946e95-c71a-4c2c-b8cc-4a2b88ac2849",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",306,184,694,510,"1009/d9946e95c71a4c2cb8cc4a2b88ac2849.jpg"
"d9a0d117-6d1d-41c0-8fec-9aff0fd9e9f2","d9a0d117-6d1d-41c0-8fec-9aff0fd9e9f2",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",116,119,549,360,"0860/d9a0d1176d1d41c08fec9aff0fd9e9f2.jpg"
"d9dc736d-c4a5-41bf-9ac7-91d55bd4e14c","d9dc736d-c4a5-41bf-9ac7-91d55bd4e14c",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",252,358,370,386,"0756/d9dc736dc4a541bf9ac791d55bd4e14c.jpg"
"da1ed64f-8f88-4414-999c-fd355fd847fe","da1ed64f-8f88-4414-999c-fd355fd847fe",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",139,94,522,463,"0798/da1ed64f8f884414999cfd355fd847fe.jpg"
"da39ad34-04e0-40d4-a724-c08d53e0ea09","da39ad34-04e0-40d4-a724-c08d53e0ea09",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",170,6,498,596,"0864/da39ad3404e040d4a724c08d53e0ea09.jpg"
"daaa1a6f-c322-46f6-b6a6-db2c9496d710","daaa1a6f-c322-46f6-b6a6-db2c9496d710",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",66,168,848,512,"0883/daaa1a6fc32246f6b6a6db2c9496d710.jpg"
"daac910a-54b1-4daa-8676-7900efd94ec4","daac910a-54b1-4daa-8676-7900efd94ec4",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",174,109,477,802,"0881/daac910a54b14daa86767900efd94ec4.jpg"
"daed01bd-98a8-43f8-b7a7-c877863d9cf1","daed01bd-98a8-43f8-b7a7-c877863d9cf1",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",221,251,632,384,"0758/daed01bd98a843f8b7a7c877863d9cf1.jpg"
"db4ca73a-1d68-405c-9e69-4c7330cde5f4","db4ca73a-1d68-405c-9e69-4c7330cde5f4",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",96,325,386,378,"0867/db4ca73a1d68405c9e694c7330cde5f4.jpg"
"db52beb3-a172-4e3f-b984-a4ad68284eb1","db52beb3-a172-4e3f-b984-a4ad68284eb1",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",275,234,714,360,"0870/db52beb3a1724e3fb984a4ad68284eb1.jpg"
"db77fe00-aeb0-4d1d-aa66-f3a96fd077e4","db77fe00-aeb0-4d1d-aa66-f3a96fd077e4",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",410,150,477,367,"0881/db77fe00aeb04d1daa66f3a96fd077e4.jpg"
"db7e032f-162b-46f5-ae67-2b29679adee4","db7e032f-162b-46f5-ae67-2b29679adee4",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",346,73,638,458,"0867/db7e032f162b46f5ae672b29679adee4.jpg"
"dbdd643e-6d0e-4a5c-ab57-b9c29b9c981a","dbdd643e-6d0e-4a5c-ab57-b9c29b9c981a",875,"Perching Birds","Wood-Warblers","Yellow Warbler",22,207,573,"Yellow Warbler",86,139,666,434,"0875/dbdd643e6d0e4a5cab57b9c29b9c981a.jpg"
"dbe25ae4-de3f-44b2-907f-6f2fc03ed1f0","dbe25ae4-de3f-44b2-907f-6f2fc03ed1f0",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",196,246,600,644,"0756/dbe25ae4de3f44b2907f6f2fc03ed1f0.jpg"
"dc95de8d-9297-41ec-b3ac-3f8b060260e3","dc95de8d-9297-41ec-b3ac-3f8b060260e3",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",347,120,402,433,"0883/dc95de8d929741ecb3ac3f8b060260e3.jpg"
"dca6f29b-0dbc-4964-9050-d3631501bc26","dca6f29b-0dbc-4964-9050-d3631501bc26",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",149,100,688,425,"0964/dca6f29b0dbc49649050d3631501bc26.jpg"
"dcd20f1e-b755-4947-b904-fef4ad29c44e","dcd20f1e-b755-4947-b904-fef4ad29c44e",869,"Perching Birds","Wood-Warblers","MacGillivray's Warbler",22,207,305,"MacGillivray's Warbler",148,108,707,492,"0869/dcd20f1eb7554947b904fef4ad29c44e.jpg"
"dcd833c7-a6ba-4385-a891-d61aaa9dad9c","dcd833c7-a6ba-4385-a891-d61aaa9dad9c",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",264,107,536,559,"0965/dcd833c7a6ba4385a891d61aaa9dad9c.jpg"
"dcf39cce-7f13-4985-8018-1823ca7d8f09","dcf39cce-7f13-4985-8018-1823ca7d8f09",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",149,195,520,704,"0958/dcf39cce7f13498580181823ca7d8f09.jpg"
"dd559618-7f09-4a07-8018-d311c4a5ea29","dd559618-7f09-4a07-8018-d311c4a5ea29",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",298,288,375,540,"0758/dd5596187f094a078018d311c4a5ea29.jpg"
"dd5786d1-c65f-45c5-bcc8-d11cb50f665f","dd5786d1-c65f-45c5-bcc8-d11cb50f665f",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",251,120,545,426,"0747/dd5786d1c65f45c5bcc8d11cb50f665f.jpg"
"ddc336e9-a8b6-4bb9-937a-c7e25e0e9250","ddc336e9-a8b6-4bb9-937a-c7e25e0e9250",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",171,101,758,428,"0758/ddc336e9a8b64bb9937ac7e25e0e9250.jpg"
"dddcdfaf-2d02-4de9-a176-5705d0004b5a","dddcdfaf-2d02-4de9-a176-5705d0004b5a",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",352,169,559,425,"0760/dddcdfaf2d024de9a1765705d0004b5a.jpg"
"de0a1c9e-bbd3-4c22-a4fd-10f702b63672","de0a1c9e-bbd3-4c22-a4fd-10f702b63672",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",335,67,612,492,"0747/de0a1c9ebbd34c22a4fd10f702b63672.jpg"
"de223045-2b27-4631-91b5-f7b078cfab2c","de223045-2b27-4631-91b5-f7b078cfab2c",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",83,139,507,370,"0870/de2230452b27463191b5f7b078cfab2c.jpg"
"de3dff4e-b856-4f8b-9cbd-d7ab290801b8","de3dff4e-b856-4f8b-9cbd-d7ab290801b8",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",133,93,511,354,"0870/de3dff4eb8564f8b9cbdd7ab290801b8.jpg"
"de72dcee-8bbb-43d1-a744-9c074b9122ee","de72dcee-8bbb-43d1-a744-9c074b9122ee",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",45,36,518,594,"0756/de72dcee8bbb43d1a7449c074b9122ee.jpg"
"de793b84-8abc-4405-8990-2f8811d81828","de793b84-8abc-4405-8990-2f8811d81828",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",393,137,533,464,"0867/de793b848abc440589902f8811d81828.jpg"
"de8ac9ba-1580-4be2-8206-ebe5a349b168","de8ac9ba-1580-4be2-8206-ebe5a349b168",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",228,152,664,389,"0965/de8ac9ba15804be28206ebe5a349b168.jpg"
"de92135f-5b65-4ed9-b245-188292c7c2f8","de92135f-5b65-4ed9-b245-188292c7c2f8",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",9,241,605,431,"0867/de92135f5b654ed9b245188292c7c2f8.jpg"
"de9ad88c-b522-430a-8ee9-eb06a9f85df5","de9ad88c-b522-430a-8ee9-eb06a9f85df5",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",266,159,494,524,"0862/de9ad88cb522430a8ee9eb06a9f85df5.jpg"
"dea58fad-b4f1-41d9-bd3f-916eff19a3fd","dea58fad-b4f1-41d9-bd3f-916eff19a3fd",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",187,159,587,375,"0881/dea58fadb4f141d9bd3f916eff19a3fd.jpg"
"df1c6d22-bb1b-4eed-b4fe-eb5e46deacd4","df1c6d22-bb1b-4eed-b4fe-eb5e46deacd4",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",290,162,598,429,"0883/df1c6d22bb1b4eedb4feeb5e46deacd4.jpg"
"df4f5e9e-f004-4eaa-a1ea-ef269cc23156","df4f5e9e-f004-4eaa-a1ea-ef269cc23156",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",421,93,406,473,"0867/df4f5e9ef0044eaaa1eaef269cc23156.jpg"
"df611404-85bb-49f8-a725-b41b936f2328","df611404-85bb-49f8-a725-b41b936f2328",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",204,155,423,501,"0886/df61140485bb49f8a725b41b936f2328.jpg"
"df7705da-e817-409f-8a93-05abef4b26c3","df7705da-e817-409f-8a93-05abef4b26c3",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",137,225,524,619,"0958/df7705dae817409f8a9305abef4b26c3.jpg"
"df84714b-474d-49c2-ad5b-ab344495fd8c","df84714b-474d-49c2-ad5b-ab344495fd8c",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",361,155,567,428,"0964/df84714b474d49c2ad5bab344495fd8c.jpg"
"dfa71fdd-ddff-4827-a999-d5e599dd5679","dfa71fdd-ddff-4827-a999-d5e599dd5679",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",290,44,672,521,"0760/dfa71fddddff4827a999d5e599dd5679.jpg"
"dfe820e3-b3b0-4594-94c0-6d7ac095c893","dfe820e3-b3b0-4594-94c0-6d7ac095c893",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",229,139,478,543,"0860/dfe820e3b3b0459494c06d7ac095c893.jpg"
"e02eddb5-f468-499c-91bf-f7be3ffe979b","e02eddb5-f468-499c-91bf-f7be3ffe979b",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",58,94,661,499,"0864/e02eddb5f468499c91bff7be3ffe979b.jpg"
"e03d3876-3b57-4208-9312-ab418c46d8b8","e03d3876-3b57-4208-9312-ab418c46d8b8",869,"Perching Birds","Wood-Warblers","MacGillivray's Warbler",22,207,305,"MacGillivray's Warbler",175,152,368,529,"0869/e03d38763b5742089312ab418c46d8b8.jpg"
"e03def30-f1b6-4a97-905a-833350cc0b24","e03def30-f1b6-4a97-905a-833350cc0b24",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",99,109,517,429,"0968/e03def30f1b64a97905a833350cc0b24.jpg"
"e046471a-35b4-4159-bbf7-3cfd201bef66","e046471a-35b4-4159-bbf7-3cfd201bef66",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",0,92,686,470,"0881/e046471a35b44159bbf73cfd201bef66.jpg"
"e06ebae7-f665-49ed-aeb6-99c4a8ba7e23","e06ebae7-f665-49ed-aeb6-99c4a8ba7e23",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",103,86,912,460,"0968/e06ebae7f66549edaeb699c4a8ba7e23.jpg"
"e08c01fb-25f2-46ff-9546-2e3bc48ac13a","e08c01fb-25f2-46ff-9546-2e3bc48ac13a",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",267,188,428,354,"0966/e08c01fb25f246ff95462e3bc48ac13a.jpg"
